PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,LAMP Assoc
Q9Y5N6,ORC6,1.00E-07,1.00E-07,1.00E-07,1.044604888,2.057557346,1.990667079,1.655337836,1.530911009,0.780651127,1.00E-07,1.655337836,-1.54746702,1.034884807,-5.507536787,0.001200924,0.007091869,-1.863913811,"28,107",2.149239319,3,1
Q9HBM0,VEZT,1.00E-07,0.016841711,1.00E-07,1.00E-07,0.029631778,0.043270029,0.03182115,0.05052564,0.017326414,1.00E-07,0.03182115,-0.034601647,0.021511326,-5.503415705,0.001205814,0.007096727,-1.868483704,"88,665",2.148941876,17,1
P05388,RPLP0,1.00E-07,0.004410239,1.00E-07,1.00E-07,0.019516204,0.038328223,0.051569345,0.04576064,0.046136204,1.00E-07,0.04576064,-0.037690968,0.019948119,-5.501155039,0.001208506,0.007103528,-1.870991524,"34,274",2.148525904,6,1
Q96EY4,TMA16,0.072481316,0.077221446,0.058029236,0.051926219,0.125579816,0.100595537,0.116551003,0.142584839,0.098868854,0.065255276,0.116551003,-0.056413244,0.093121177,-5.498400869,0.001211795,0.007118335,-1.874047714,"23,864",2.147621599,7,1
Q9ULW0,TPX2,2.203172292,1.903494089,1.948320053,2.123554883,3.042105079,2.726924329,2.787311498,2.484271892,2.745032559,2.035937468,2.745032559,-0.71551787,2.402394264,-5.492398584,0.001218998,0.007145409,-1.880711678,"85,653",2.145972921,23,1
P04080,CSTB,0.045505463,0.032658637,0.047708108,0.053346833,0.078437904,0.077045435,0.0641648,0.076802261,0.094632208,0.046606785,0.077045435,-0.02930784,0.05945868,-5.477530181,0.001237049,0.007216248,-1.897239679,"11,140",2.141688542,5,1
P26599,PTBP1,0.041222562,0.045069115,0.04258794,0.014142732,0.079844734,0.098497182,0.122410339,0.130634842,0.114305815,0.041905251,0.114305815,-0.072091187,0.071801181,-5.461564622,0.001256768,0.007322041,-1.915019932,"57,221",2.135367862,25,1
Q9UBT6,POLK,0.421103307,0.789320759,0.365032088,0.66552757,1.442573127,1.6429558,1.461323373,1.05494232,1.579797277,0.543315438,1.461323373,-0.840202724,0.980347293,-5.455476816,0.001264381,0.007352492,-1.921808612,"98,809",2.13356544,3,1
Q9Y2R9,MRPS7,0.004507267,0.035960295,0.004492087,0.026998875,0.06245544,0.085909519,0.114544525,0.09068918,0.090006204,0.015753071,0.090006204,-0.070410035,0.053194649,-5.453918365,0.001266338,0.00735653,-1.923547275,"28,134",2.133326985,15,1
Q86TG7,PEG10,1.363904331,1.299171258,1.417031354,1.482475095,1.82694415,1.701560849,1.642509026,1.911437204,1.657757119,1.390467842,1.701560849,-0.379967298,1.580629158,-5.451774916,0.001269035,0.00736566,-1.925939111,"80,173",2.132788328,17,1
Q53T59,HS1BP3,0.106183333,0.081064664,0.103214333,0.112141045,0.142735401,0.145638337,0.144534617,0.130688005,0.148890325,0.104698833,0.144534617,-0.040248246,0.120774967,-5.448504916,0.001273162,0.00738498,-1.929589222,"42,780",2.131650659,13,1
P05386,RPLP1,0.050848572,0.082067124,0.086714603,0.085382404,0.205513822,0.140059482,0.233968975,0.240305639,0.108110447,0.083724764,0.205513822,-0.128708804,0.140607578,-5.44412678,0.001278712,0.007412522,-1.934478509,"11,514",2.130034012,2,1
O00716,E2F3,0.969161428,1.159229963,1.14288654,1.208276405,0.689575423,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.151058252,1.00E-07,0.947494654,0.646141258,5.443107493,0.001280008,0.007415385,-1.935617166,"49,162",2.129866273,1,1
P48651,PTDSS1,0.116287359,0.10204423,0.124264225,0.106186136,0.145737131,0.191516422,0.177541485,0.164573131,0.239890098,0.111236748,0.177541485,-0.057646555,0.141018765,-5.43666842,0.001288229,0.007452024,-1.942813519,"55,528",2.127725763,8,1
P62942,FKBP1A,0.13649409,0.135987987,0.152550224,0.11047057,0.084517795,0.038962952,0.015109393,0.023368718,0.000759675,0.136241038,0.023368718,0.093386003,0.087182716,5.436261993,0.00128875,0.007452024,-1.943267931,"11,951",2.127725763,6,1
Q3ZCQ8,TIMM50,0.115057115,0.121410018,0.125506727,0.130697802,0.164796083,0.156660279,0.162584178,0.141149332,0.163334879,0.123458372,0.162584178,-0.033129552,0.139732692,-5.435427155,0.001289821,0.007453554,-1.944201401,"39,646",2.127636599,14,1
P67812,SEC11A,0.040822522,0.037004684,0.032431725,0.008578762,0.105086569,0.103071141,0.066446384,0.115627196,0.056725494,0.034718204,0.103071141,-0.067848399,0.063633623,-5.414670493,0.001316769,0.00754795,-1.967440282,"20,625",2.122170977,13,1
Q969T4,UBE2E3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.329206198,0.932350875,0.747495511,0.909277752,0.326729964,1.00E-07,0.747495511,-0.729582484,0.364791342,-5.40530161,0.001329139,0.007595317,-1.977948417,"22,913",2.119454082,2,1
Q9Y4L1,HYOU1,0.027540871,0.028722701,0.035362095,0.028129235,0.050514745,0.049179154,0.041057828,0.056448287,0.05095934,0.028425968,0.050514745,-0.019361278,0.039619365,-5.397697057,0.001339277,0.007643799,-1.986486318,"111,335",2.116690744,49,1
P07602,PSAP,1.113226439,0.807464052,0.77004977,0.909502151,2.080093749,1.521725292,1.720885841,1.500357902,2.257520558,0.858483102,1.720885841,-0.805705093,1.30291315,-5.386393446,0.001354507,0.007706936,-1.999191603,"58,113",2.113118231,19,1
O94868,FCHSD2,0.284004735,0.649865517,0.623795007,0.615526799,1.00E-07,1.00E-07,0.142151837,0.086158462,1.046239858,0.619660903,0.086158462,0.48622039,0.30018782,5.380827212,0.001362078,0.007734718,-2.005454363,"84,276",2.111555532,6,1
P13797,PLS3,0.172190416,0.167945131,0.180904507,0.171078354,0.213922583,0.195758472,0.214890955,0.195306406,0.220528848,0.171634385,0.213922583,-0.031940002,0.188999603,-5.372491152,0.001373507,0.007771997,-2.01484133,"70,811",2.109467361,31,1
Q76N32,CEP68,0.881159982,0.256184818,0.257856346,0.941844048,1.659867548,1.678238208,1.593985533,1.461493762,1.801890399,0.569508164,1.659867548,-1.014134964,1.091328781,-5.364403562,0.001384698,0.007816188,-2.023957432,"81,102",2.107004977,1,1
Q92572,AP3S1,0.162298243,0.143615885,0.163877861,0.165776157,0.218591139,0.192155471,0.195712164,0.195163429,0.219149262,0.163088052,0.195712164,-0.041513514,0.179648794,-5.360820255,0.001389689,0.007839576,-2.027999248,"21,732",2.105707419,9,1
Q96J42,TXNDC15,0.289658133,0.314231219,0.117725827,0.284213673,1.00E-07,0.019517398,1.00E-07,0.036603285,0.265071764,0.286935903,0.019517398,0.237426992,0.132743717,5.350507732,0.001404167,0.007906777,-2.039640977,"39,885",2.102000535,4,1
Q9UPY8,MAPRE3,0.109256802,0.091127943,0.105575178,0.100834838,0.083821136,0.068145966,0.074506437,0.074541478,0.105679223,0.103205008,0.074541478,0.026444936,0.088476222,5.344881375,0.001412137,0.007937352,-2.045998573,"31,982",2.100324362,9,1
Q12797,ASPH,0.033098928,0.032203376,0.036977183,0.026021178,0.013886278,0.015348777,1.00E-07,0.000529348,0.002309614,0.032651152,0.002309614,0.024634041,0.019758146,5.335840715,0.001425052,0.007985471,-2.056223164,"85,863",2.097699446,30,1
Q6YHU6,THADA,0.070866868,0.07711987,0.066265294,0.077375267,0.116494406,0.099998303,0.119247271,0.094138057,0.09252135,0.073993369,0.099998303,-0.034562685,0.090188167,-5.308546644,0.001464855,0.008149246,-2.087158593,"219,607",2.088882578,51,1
Q7Z2W4,ZC3HAV1,0.015455217,1.00E-07,1.00E-07,0.008222912,0.035270142,0.066993291,0.082282924,0.08454606,0.027343521,0.004111506,0.066993291,-0.061353522,0.036596343,-5.303660268,0.001472112,0.008184694,-2.092707516,"101,431",2.086997536,30,1
Q5TGY3,AHDC1,0.456776252,0.519163075,0.442255837,0.508446791,0.776989497,0.65356284,0.702261855,0.612957231,0.638139658,0.482611521,0.65356284,-0.204782367,0.584051672,-5.292685172,0.00148856,0.008251335,-2.105182541,"168,349",2.08347579,33,1
P30291,WEE1,1.180387868,1.156328759,1.119571373,0.945096371,0.719007268,0.802182726,0.573331191,0.78451255,0.556639218,1.137950066,0.719007268,0.380587659,0.910052263,5.291802138,0.001489892,0.008251826,-2.106186967,"71,597",2.083449932,6,1
Q9H3U5,MFSD1,0.077243411,0.026487291,1.00E-07,0.051481469,0.238367821,0.268083341,0.261086069,0.129008759,0.071294866,0.03898438,0.238367821,-0.18533343,0.131469783,-5.276381485,0.001513378,0.008343881,-2.123744604,"51,209",2.078631875,2,1
P19525,EIF2AK2,0.032582965,0.032067921,0.028177044,0.035788315,0.063635823,0.052417212,0.049046408,0.046851046,0.037709534,0.032325443,0.049046408,-0.020833561,0.042570842,-5.26737584,0.001527286,0.008400525,-2.134013207,"62,094",2.075693582,24,1
Q9NX62,IMPAD1,,,,,,,,,,,,-0.101932606,0.15305714,-5.266317419,0.00152893,0.008400605,-2.135220787,"38,681",2.075689431,,1
O15530,PDPK1,0.157227834,0.165242633,0.123389714,0.084353914,0.253704085,0.252193872,0.217644564,0.291329705,0.312253561,0.140308774,0.253704085,-0.121164533,0.19313579,-5.26331695,0.001533601,0.008415237,-2.13864493,"63,152",2.074933651,6,1
Q86WJ1,CHD1L,0.055157308,0.053441037,0.052727345,0.039040303,0.010681815,0.030001771,0.020292954,0.025437659,0.014481539,0.053084191,0.020292954,0.028487948,0.035847524,5.258417637,0.001541263,0.008437544,-2.144238677,"100,984",2.07378395,30,1
O75915,ARL6IP5,0.088914672,0.091030919,0.09129634,0.090441616,0.09417064,0.096667642,0.097315532,0.098428936,0.100178026,0.090736267,0.097315532,-0.006224801,0.093533287,-5.257969625,0.001541966,0.008437544,-2.144750354,"21,615",2.07378395,6,1
Q86VY4,TSPYL5,1.00E-07,1.00E-07,0.024609992,1.00E-07,0.130918178,0.096971082,0.098576381,0.051630374,0.105460974,1.00E-07,0.098576381,-0.088371431,0.050338288,-5.245582971,0.001561541,0.008517999,-2.158908066,"45,143",2.069662432,6,1
Q10469,MGAT2,0.223899302,0.232458381,0.21350255,0.2454897,0.364023531,0.342244305,0.410977812,0.297111936,0.327439755,0.228178842,0.342244305,-0.124751913,0.29121344,-5.242022715,0.001567219,0.008543931,-2.162981248,"51,550",2.068342275,8,1
P07305,H1F0,,,,,,,,,,,,-0.065253763,0.050288081,-5.23808019,0.001573534,0.008573302,-2.167493793,"20,863",2.06685188,,1
Q9Y315,DERA,0.016986681,0.022349056,0.001244641,1.00E-07,0.04610045,0.041641012,0.034970533,0.041161244,0.03600821,0.009115661,0.041161244,-0.03082319,0.025556715,-5.233884488,0.001580286,0.008599953,-2.172298454,"35,231",2.06550391,16,1
P04181,OAT,0.189871656,0.202526638,0.180669563,0.19513373,0.269051751,0.22009768,0.255218653,0.259423866,0.266230712,0.192502693,0.259423866,-0.058897591,0.221499192,-5.231932083,0.001583439,0.008612043,-2.174535049,"48,535",2.064893819,18,1
Q86YT6,MIB1,1.583204539,1.388263985,1.453056036,1.618011238,2.121623032,1.89542009,1.987874421,1.799608455,1.892978251,1.518130287,1.89542009,-0.44049755,1.730882724,-5.217318959,0.001607264,0.008731178,-2.191291816,"110,136",2.058927151,21,1
Q02246,CNTN2,0.397068138,0.362123869,0.328466763,0.312514486,0.115970236,0.122461635,0.24874276,0.182488122,0.128618437,0.345295316,0.128618437,0.182627626,0.258729501,5.216517408,0.001608582,0.008731178,-2.192211795,"113,393",2.058927151,21,1
P06733,ENO1,0.10794,0.095785702,0.096392023,0.104685725,0.122137189,0.120440644,0.114498148,0.125686717,0.120413903,0.100538874,0.120440644,-0.019489812,0.110945768,-5.202075991,0.001632546,0.008842719,-2.208802005,"47,169",2.05341417,32,1
Q8NFY9,KBTBD8,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.279976072,0.097858877,0.298637124,0.235081612,0.067626156,1.00E-07,0.235081612,-0.227888321,0.113944261,-5.198865295,0.001637928,0.008866678,-2.212494322,"68,823",2.052239063,5,1
Q6NUM9,RETSAT,0.259685556,0.261589516,0.275455412,0.28744227,0.337007614,0.342278772,0.301646913,0.345541895,0.414765436,0.268522464,0.342278772,-0.06057561,0.301330993,-5.195213325,0.001644075,0.008882784,-2.216695828,"66,820",2.05145091,6,1
P00338,LDHA,0.107455116,0.105064446,0.111346691,0.110252861,0.145949614,0.127433773,0.14992169,0.163614866,0.146596921,0.108853989,0.146596921,-0.038200207,0.127629882,-5.185451525,0.001660632,0.008947669,-2.227935545,"36,689",2.04829009,26,1
O14548,COX7A2L,0.248705674,0.296892159,0.186970928,0.329720013,0.534135123,0.464918064,0.419337706,0.441069652,0.490267201,0.272798917,0.464918064,-0.199292942,0.365218665,-5.181922408,0.001666663,0.008969715,-2.232002189,"12,615",2.047221361,5,1
P40855,PEX19,1.101598279,0.991911033,1.054579206,1.459842259,0.686652556,0.504006857,0.292850012,0.480008585,0.990749534,1.078088742,0.504006857,0.661103192,0.821431098,5.167370657,0.001691796,0.009061974,-2.248788458,"32,807",2.042777203,3,1
Q96B23,C18orf25,0.02567048,0.021598816,1.00E-07,0.015310464,0.130935085,0.245779162,0.164720313,0.114719322,0.128571774,0.01845464,0.130935085,-0.148393505,0.089841718,-5.166893921,0.001692627,0.009061974,-2.249338894,"43,395",2.042777203,5,1
P82979,SARNP,0.038486919,1.00E-07,0.055453624,0.066247198,0.109972553,0.118881012,0.126335918,0.107053804,0.115957569,0.046970271,0.115957569,-0.075513861,0.077803891,-5.146569908,0.001728466,0.009210612,-2.272833995,"23,671",2.035711497,9,1
Q16513,PKN2,0.149656137,0.172235473,0.144820463,0.155184098,0.2391013,0.216662333,0.204262824,0.192562773,0.225529602,0.152420118,0.216662333,-0.057673265,0.184310675,-5.132794742,0.001753242,0.009316363,-2.288790896,"112,035",2.030753598,31,1
Q92673,SORL1,0.671329327,0.676209708,0.71059781,0.694697879,0.969525395,0.93003475,0.819930412,0.818506912,0.877183273,0.685453794,0.877183273,-0.196290686,0.786354024,-5.130457784,0.001757484,0.009329083,-2.29150059,"248,426",2.030161045,39,1
P46782,RPS5,0.08227798,0.102192389,0.095043299,0.065945823,0.135044393,0.132055451,0.126723455,0.156754187,0.13885243,0.088660639,0.135044393,-0.051279499,0.112004622,-5.123648036,0.001769913,0.009383382,-2.299400778,"22,876",2.027640601,14,1
Q9BSG0,PRADC1,0.715809677,0.667599544,0.690106909,0.75746209,0.847634199,0.860559908,0.818782867,0.938712484,0.940807915,0.702958293,0.860559908,-0.15867781,0.78708346,-5.118182921,0.00177996,0.009425834,-2.305745664,"21,042",2.025680208,1,1
Q8N954,GPATCH11,0.140682722,0.135536729,0.105507855,0.089517203,0.205836725,0.193878295,0.216612739,0.271640991,0.298635096,0.120522292,0.216612739,-0.10418106,0.169901657,-5.110060975,0.001795008,0.00949465,-2.315182724,"33,277",2.022521034,6,1
Q9UBK9,UXT,1.00E-07,1.00E-07,0.00935857,0.04637373,0.185608171,0.090633666,0.135759163,0.107582933,0.209421882,0.004679335,0.135759163,-0.115962858,0.071914554,-5.099011904,0.001815711,0.009582229,-2.328035567,"18,246",2.018533461,4,1
O95070,YIF1A,0.204611109,0.16286154,0.213137289,0.210701227,0.102118037,0.071813672,0.097635143,1.00E-07,0.072882291,0.207656168,0.072882291,0.129936053,0.132859764,5.095142806,0.001823024,0.009609852,-2.332540306,"32,011",2.017283319,4,1
Q9BYH1,SEZ6L,1.00E-07,1.00E-07,1.00E-07,0.022981428,0.230680457,0.631168229,0.550388284,0.725626802,0.228204183,1.00E-07,0.550388284,-0.528720511,0.270105687,-5.085829943,0.001840762,0.009664785,-2.34339168,"111,782",2.014807814,8,1
Q9BW72,HIGD2A,0.566698553,0.625731788,0.619065359,0.737848488,0.859986579,0.794246158,0.943157785,0.881344867,0.865731185,0.622398573,0.865731185,-0.2323478,0.753509947,-5.078868056,0.001854149,0.009702016,-2.351511567,"11,529",2.013138033,1,1
Q9BW62,KATNAL1,0.004120125,0.080488138,0.029238763,0.044543568,0.150563774,0.153673885,0.130130002,0.105711072,0.120576113,0.036891165,0.130130002,-0.095422035,0.087308666,-5.075908643,0.001859873,0.009715471,-2.354965276,"55,392",2.012536155,11,1
P62081,RPS7,0.187807475,0.15860865,0.153460057,0.19665098,0.274355208,0.243580816,0.304451369,0.238854551,0.254975557,0.173208063,0.254975557,-0.091178695,0.219721138,-5.070916564,0.001869573,0.009744121,-2.36079392,"22,127",2.011257339,12,1
P12004,PCNA,0.008300444,0.066898446,0.088216861,0.066417562,0.135242956,0.160131159,0.152558393,0.137421299,0.146997677,0.066658004,0.146997677,-0.088880123,0.10189839,-5.056877197,0.001897159,0.009855763,-2.377204598,"28,769",2.00630974,14,1
Q86SR1,GALNT10,0.34650302,0.204784299,0.31906028,0.099929187,0.480233047,0.548338921,0.628151376,0.571254329,0.58942161,0.26192229,0.571254329,-0.314425222,0.399781808,-5.05676105,0.001897389,0.009855763,-2.377340478,"68,992",2.00630974,5,1
P15848,ARSB,0.038625762,0.025949309,0.029485537,0.035551523,0.016099568,0.0009836,0.015243069,0.006992003,0.013501386,0.03251853,0.013501386,0.022573473,0.021116296,5.031529179,0.001948131,0.010051575,-2.406903679,"59,687",1.997765883,15,1
Q9C0D7,ZC3H12C,0.82919938,0.788775497,0.925508418,0.842701697,1.081142713,1.156708961,1.104672099,0.973571402,1.137484819,0.835950539,1.104672099,-0.232477546,0.962785021,-5.005436638,0.002002214,0.010261899,-2.437568955,"99,340",1.988772259,7,1
Q8IYJ1,CPNE9,1.628905332,1.550117167,1.547577897,0.743371389,1.00E-07,0.574172242,1.00E-07,1.00E-07,1.00E-07,1.548847532,1.00E-07,1.223949811,0.755518041,4.99627355,0.002021604,0.010349808,-2.448360519,"61,864",1.985067711,3,1
Q53H82,LACTB2,0.041324027,1.00E-07,0.034575917,0.062007588,0.090742198,0.168332367,0.144223228,0.170032708,0.185498914,0.037949972,0.168332367,-0.108855717,0.088904767,-4.994268033,0.002025876,0.01036594,-2.450724031,"32,806",1.984391322,10,1
Q13445,TMED1,0.056011404,0.047656843,0.042062947,0.044789059,0.096566988,0.068103021,0.093639918,0.076562939,0.092792822,0.046222951,0.092792822,-0.036088153,0.06567414,-4.986914307,0.002041628,0.010434988,-2.459395266,"25,206",1.981508047,7,1
Q9BQA1,WDR77,0.050683608,0.045187576,0.034401654,0.041258906,0.065721373,0.064461106,0.056386789,0.063076111,0.043809355,0.043223241,0.063076111,-0.019528409,0.05264714,-4.98082847,0.002054768,0.010478977,-2.4665772,"36,724",1.979681124,11,1
P10645,CHGA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.183434689,0.310913071,0.455952493,0.529469536,0.58478868,1.00E-07,0.455952493,-0.369942347,0.184971274,-4.971853581,0.002074319,0.01054959,-2.477178022,"50,688",1.9767644,7,1
P49454,CENPF,1.799724556,1.807498237,1.883208005,1.925417556,2.445511536,2.216653329,2.08702375,2.431607863,2.210521602,1.845353121,2.216653329,-0.441237031,2.074580604,-4.957200069,0.002106691,0.010678979,-2.494510596,"367,764",1.971470287,52,1
Q9HAW4,CLSPN,1.247747127,1.00E-07,1.00E-07,1.00E-07,4.063582371,2.460592152,2.514598246,2.231121898,1.184350895,1.00E-07,2.460592152,-2.50553681,1.564705262,-4.955933387,0.002109516,0.010681592,-2.496010282,"151,094",1.971364014,6,1
P42694,HELZ,0.044261981,0.061912668,0.05192927,0.032408051,0.086948495,0.096603919,0.089632131,0.12579445,0.10690817,0.048095625,0.096603919,-0.052116756,0.073686371,-4.948561024,0.002126042,0.01073835,-2.504743267,"218,970",1.969062454,27,1
Q9UKF6,CPSF3,0.247493241,0.201791999,0.233810125,0.241907921,0.307992382,0.327701548,0.284553248,0.284405854,0.337271626,0.237859023,0.307992382,-0.069912436,0.26620704,-4.948343249,0.002126532,0.01073835,-2.505001349,"77,486",1.969062454,30,1
P62851,RPS25,0.101466411,0.133241613,0.134654282,0.137091048,0.162515852,0.218316851,0.212764846,0.220806069,0.206652959,0.133947947,0.212764846,-0.076987566,0.165107122,-4.924146472,0.002181815,0.010963622,-2.533718436,"13,742",1.960045949,6,1
Q16828,DUSP6,2.334285723,1.900614921,2.19820547,0.993652721,0.731809835,1.00E-07,1.00E-07,1.00E-07,1.00E-07,2.049410196,1.00E-07,1.673737175,1.019821121,4.909281428,0.002216577,0.011096084,-2.551401501,"42,320",1.954830269,1,1
Q13509,TUBB3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.021848421,0.054694616,0.025703867,0.041809882,0.029863728,1.00E-07,0.029863728,-0.036014096,0.018007148,-4.898498598,0.002242181,0.011218183,-2.564248036,"50,433",1.950077499,16,1
P39019,RPS19,0.178944172,0.167502659,0.165182689,0.173064444,0.21192782,0.203287777,0.194603447,0.230366447,0.214104597,0.170283551,0.21192782,-0.038872882,0.190609932,-4.869095215,0.002313701,0.011477933,-2.599362595,"16,060",1.9401363,12,1
P55209,NAP1L1,0.153268984,0.088623985,0.148913536,0.117021555,0.199898582,0.203179018,0.191268694,0.203186677,0.211745037,0.132967546,0.203179018,-0.072426228,0.163170129,-4.868990868,0.002313959,0.011477933,-2.599487429,"45,374",1.9401363,12,1
P07741,APRT,0.026739468,0.027541964,0.032453439,0.026061391,0.002959093,0.013938788,0.010900129,0.018058825,0.010995771,0.027140716,0.010995771,0.016734857,0.019831637,4.859559589,0.002337442,0.011563975,-2.610776722,"19,608",1.936892864,11,1
P47928,ID4,1.00E-07,1.00E-07,1.00E-07,1.00E-07,2.53104467,2.623981368,0.838015518,1.774766241,0.83728179,1.00E-07,1.774766241,-1.94195185,0.970976025,-4.850785573,0.002359528,0.011647729,-2.621290616,"16,622",1.933758748,2,1
Q9Y5F8,PCDHGB7,3.479331579,3.224688189,3.222828316,3.360708945,4.467147912,3.952026261,4.268467578,5.041259565,5.285095965,3.292698567,4.467147912,-1.110336072,3.877057293,-4.843399298,0.002378302,0.011723692,-2.630150068,"100,974",1.930935584,4,1
